positive;positive;nevertheless, i would have liked, it would not have given him, if he drive the crash of youthful now still forward.
negative;negative;mankos: - action instead of action - character kylo is choleric, unsovereign, chaotic and ha nothing on the pan.
negative;negative;so i didn't even watch round two in the cinema, although the trailer certainly looked good and looked very good with the prominent face acuh â€ , but it wa a pretty turner then that the movie wa held back for 7 month again so that it can be converted into 3d.
positive;positive;"in ""crazy heart"" bad blake doe not speak very happy about his music and his performances."
positive;positive;stimulates to think and is also recommended for those who like to do this :).. top
positive;positive;a top actor and a top cast for our dear batsi.
negative;negative;why doe luke want to kill kylo first, where he only feel the evil?
positive;negative;i (including war, duel and a severed darth mouth) wa released from 6 year of age.
positive;negative;"and with the idiot bonus that you can grant him, you can ""deadbeat"" the 86 minute of some time."
positive;positive;(the secret star is attached to the septopus)
negative;negative;"""it just happens."""
positive;positive;the role is promptly cast with the eccentric actor mike shiner (edward norton), but this becomes a problem case rather than a source of hope.
positive;negative;all shock scene are predictable, even the entire story is deleterious and transparent, especially if you have seen one of the numerous predecessors.
positive;positive;some scene even bring salmonflash guarantee.
negative;positive;10 out of 10 point
negative;positive;the movie wa just totally over-excited and funny.
negative;positive;it is also not difficult from the beginning to immerse yourself in the cult world and sink into it for just under three hours.
negative;negative;the oberschurcke is not even worthy of speech here.
