prediction;gold;sentence 
positive;positive;"""pour petit budget, hotel tout \u00e0 fait correct,confortable, calme pour le chambres ne donnant pa sur la rue sinon un petit ronflement pour celles cot\u00e9 rue.lit confortable,salle de bain petite mais suffisante,d\u00e9co sombre mais ce n'est pa ce qui comptait pour nous,wifi gratuit dans la chambre."
negative;positive;it wa also a short 15 minute taxi ride to and from the ronald reagan airport.
negative;positive;i had breakfast at spencer and really enjoyed the breakfast buffet.
negative;positive;"""i stayed in the wellington for three night last week and thought that it wa perfectly fine."
positive;positive;"we thought and excellent price for the location- oh yes, enjoyed the neighborhood and local market very much."""
negative;positive;it is in powell street, where you wiil be able to catch the cable car (stop just in front of the hotel) or walk towards the chinese district located not so far from it.\nfor the period when i went, it wa the cheapest in that area, no way to reach that rate for the hotel in the surroundings.\nbreakfast is in the average, cleaness a well.
positive;positive;easy walk to the white house and so on.
negative;negative;add to this the lift noise, the outside noise from people arriving, airplanes, woman screaming in delight at meeting each other in the coridor at 1.00pm and general air conditioning, toilet flushing, ... ok, you get the picture.\nbreakfast wa a very strange affair in a mock british pub.
negative;positive;the staff wa very repectful, kind, helpful and friendly!
negative;positive;"i am lucky this is on my company's approved list."""
negative;positive;the hotel itself wa fine safety wise.
negative;positive;the replacement room wa configured with 2 queen beds, which made thing a bit tight.
positive;positive;"""my friend and i stayed at the salisbury hotel for five night from 15th feb 07."
positive;positive;it is withing walking distance to so many places.
negative;positive;considering the hostel i have stayed in across the us.
positive;positive;great ambiance thoughout the lobby and public areas.
positive;positive;the hotel had complimentary coffee in the morning with some muffin and danishes.
negative;positive;i arrived at the hotel around 9pm - my reservation wa incorrect a it wa for an arrival date for the next night - (this wa my error) anyway - the plaza wa booked!!!
positive;negative;the a/c sounded like an old french 1 hp citroen automobile that one see in old b/w movie that for some reason american think are artsy.
negative;positive;the bell-person wa helpful, but then he stood under the small protected area in front while i finished grabbing some thing from my automobile.
negative;positive;the bedroom had another dresser for clothing and a storage bench to lay suitcase were in the room and another large tv.
positive;positive;the lady raved about their spa experience and absolutely loved their mani/pedi, massages, and facials.
positive;positive;and the bouncer and staff at the nightclub always made me feel welcomed and never out of place.\nthe neighborhood is replete with great underrated restaurant (i ate a magical italian place with a backyard garden) and there's a bread & butter across the street from the hotel where i got a fresh cuban sandwich with a side of udon noodle at 3:30 am!
negative;positive;"""my stay here ha hardly begun and i have a glowing review for this hotel and this team of people!\nmy husband and i have spent the last month living out of suitcase and box at his parent house, a our bank gave u the run around while buying a house - we were supposed to close june 8th, we closed today, 6/28.\ni wa told we could get the key today, so we headed down south to move into our place and camp on the floor - we promised his parent they could have their home back today a we have a new puppy and it can be stressful."
negative;positive;breakfast wa yummy and the staff wa extremely friendly.
positive;positive;"""we came with our 20 something child for a holiday getaway."
positive;positive;"""a great find, excellent location."
negative;positive;the door are very loud, which is noticeable in the morning a you're trying to get those last few minute of sleep.
positive;positive;the pool is great, even if you are not swimming, the corner view are good to see.
negative;positive;the breakfast buffet had a huge selection and should be more than enough for anybody!
negative;positive;\nhotel staff wa so helpful.
